id,title,release_date,genre_ids,vote_average,vote_count
1073753,Kim Clavel vs. Jessica Nery Plata,2023-01-13,[],0.0,0
1178814,The Band is on the Field,2022-11-13,[],0.0,0
1046894,Jeanette Lee Vs.,2022-11-12,[99],0.0,0
999368,Dickie V,2022-07-20,[99],0.0,0
1178808,Poking the Polar Bear,2022-06-22,[],0.0,0
969698,Oscar Valdez vs. Shakur Stevenson,2022-04-30,[28],6.0,1
942097,Tyson Fury vs. Dillian Whyte,2022-04-23,[28],0.0,0
942688,Shark,2022-04-19,[99],5.7,3
1178817,The Paterno Legacy,2022-04-18,[99],0.0,0
929174,The Tuck Rule,2022-02-06,[99],7.0,2
1178809,Bonds,2021-11-08,[],0.0,0
1178827,More Than a Voice,2021-09-26,[],0.0,0
1178807,Alive: The Drew Robinson Story,2021-07-03,[],0.0,0
839925,Shakur Stevenson vs. Jeremiah Nakathila,2021-06-12,"[28, 99]",0.0,0
837521,30 for 30: The Bunny & the GOAT,2021-06-06,[35],5.0,5
831748,Jose Ramirez vs Josh Taylor,2021-05-22,[28],0.0,0
829462,144,2021-05-13,[99],7.5,2
674446,D. Wade: Life Unexpected,2020-02-23,[99],7.0,10
668060,Vick,2020-01-30,[99],6.8,4
667903,Kobe Bryant: The Death of a Legend,2020-01-28,[99],5.0,1
653733,Be Water,2020-01-25,[99],6.8,51
638182,Chuck & Tito,2019-10-15,[99],7.0,2
604839,Rodman: For Better or Worse,2019-09-01,"[99, 10770]",8.2,11
627330,College Football 150 - Football Is US: The College Game,2019-08-24,[99],0.0,0
651164,The Class That Saved Coach K,2019-08-22,[99],0.0,0
966569,Backstory: Serena vs. The Umpire,2019-08-19,[99],6.7,3
576698,Qualified,2019-03-10,[99],6.1,10
1178812,Qatar's World Cup,2018-04-05,[],0.0,0
511523,The Black 14,2018-03-01,[99],0.0,0
500451,1976: O Ano da Invasão Corinthiana,2016-09-29,[99],10.0,1
359035,Trojan War,2015-10-13,[99],7.0,5
1360677,The Devil's Climb,2024-10-17,[99],7.8,16
1310161,Attack of the Red Sea Sharks,2024-06-30,[99],0.0,0
1310156,Shark vs. Ross Edgley,2024-06-30,[99],0.0,0
1126538,Shark Beach with Anthony Mackie,2024-06-30,[99],0.0,0
1274465,EPCOT Becoming: Inside the Transformation,2024-04-29,[99],8.0,2
1242387,Billy & Molly: An Otter Love Story,2024-03-09,[99],8.1,10
1210407,The History of Indian Elections,2023-11-18,[99],0.0,0
1177672,Explorer: Lake of Fire,2023-10-26,"[99, 12, 10770]",7.2,5
1186275,Bombing Pompeii,2023-08-29,[99],8.0,1
1153907,Explorer: Lost in the Arctic,2023-08-24,"[99, 10770]",6.4,8
1138603,Shark Below Zero,2023-07-02,"[99, 10770]",0.0,0
1129008,Bull Shark Bandits,2023-07-02,"[99, 10770]",10.0,1
1129006,Bull Shark vs. Hammerhead,2023-07-02,"[99, 10770]",6.5,2
1126547,Sharks vs. Dolphins: Bahamas Battleground,2023-07-02,"[99, 10770]",10.0,1
1126543,Sharkcano: Hawaii,2023-07-02,"[99, 10770]",0.0,0
1126542,Shark Eat Shark,2023-07-02,"[99, 10770]",5.0,1
1126536,Saved From a Shark,2023-07-02,"[99, 10770]",0.0,0
1126526,Return of the White Shark,2023-07-02,[99],8.3,6
1312527,Earth from Above Mashup‎,2023-06-07,[99],0.0,0
1299958,Wild Babies of America's National Parks,2023-06-05,[99],0.0,0
1126484,Pride From Above,2023-06-01,"[99, 10770]",6.8,6
1094137,Charles: In His Own Words,2023-04-28,"[99, 10770]",5.0,2
1096369,Wild Life,2023-04-14,[99],7.3,13
1087110,National Geographic Investigates: Narco State: Aftermath,2023-03-09,"[99, 10770]",0.0,0
1076064,National Geographic Investigates - Peru's Mass Grave: The Ghosts of Kuélap,2023-02-23,"[99, 10770]",7.0,1
1126514,Frederick Douglass and Abraham Lincoln: Two Leaders,2023-02-19,"[99, 10770]",0.0,0
1063005,Making The Disney Wish: Disney’s Newest Cruise Ship,2023-02-17,"[99, 10770]",5.5,4
1076036,National Geographic Investigates: Legal Marijuana in America,2023-02-16,[99],2.0,1
1076255,National Geographic Investigates: Great Lakes Wreckage,2023-02-09,"[99, 10770]",0.0,0
1076251,National Geographic Investigates - Battle for Alaska's Oil,2023-02-09,"[99, 10770]",2.0,1
1076250,National Geographic Investigates - Invaders: Colombia's Hippos,2023-02-02,"[99, 10770]",0.0,0
1076070,National Geographic Investigates: LSD and Psychedelics,2023-01-25,"[99, 10770]",8.0,1
1076053,National Geographic Investigates - Narco Bling: Chapo Guzman End Game,2023-01-18,"[99, 10770]",0.0,0
1077000,Pablo Escobar: Man vs. Myth,2022-12-22,"[99, 10770]",0.0,0
1075839,Inside Airport Lost & Found,2022-12-21,[99],2.0,1
1063779,Nazis at Nuremberg: The Lost Testimony,2022-12-05,"[10752, 99, 36, 10770]",6.6,8
1040775,Tut's Toxic Tomb,2022-11-03,"[99, 10770]",6.0,1
1019391,Retrograde,2022-10-17,"[99, 10752, 36]",7.1,21
1044290,Crocodiles Revealed,2022-10-01,"[99, 10770]",6.0,2
1037604,The Flagmakers,2022-09-18,[99],5.4,5
1024582,Islas Canarias: Nacidas del fuego,2022-09-12,[99],5.0,2
1299962,Living Wild: Animals of America’s National Parks,2022-09-02,[99],0.0,0
988365,Jaws Invasion,2022-07-19,"[99, 10770]",6.0,1
988340,Shark Superpower,2022-07-12,"[99, 10770]",5.5,2
988334,Game of Sharks,2022-07-11,"[99, 10770]",5.8,4
988327,Sharks vs. the World,2022-07-11,"[99, 10770]",0.0,0
988357,Jaws vs. Boats,2022-07-10,"[99, 10770]",2.0,1
988354,Sharks That Eat Everything,2022-07-10,"[99, 10770]",2.0,1
988350,Shark Side of the Moon,2022-07-10,"[99, 10770]",4.5,2
988342,Shark Queens,2022-07-10,"[99, 10770]",2.0,2
988337,Counting Jaws,2022-07-10,"[99, 10770]",3.5,2
988329,Sky Sharks,2022-07-10,"[99, 10770]",2.0,1
988325,Camo Sharks,2022-07-10,"[99, 10770]",4.0,2
979151,Prehistoric Women,2022-05-22,"[99, 36]",10.0,1
1019362,Gorongosa: Paradise Reborn,2022-04-22,[99],6.7,3
927085,The Biggest Little Farm: The Return,2022-04-22,[99],7.5,31
962288,Path of the Panther,2022-04-16,[99],7.0,3
927081,Explorer: The Last Tepui,2022-04-06,[99],7.6,46
973288,Zebras of the Serengeti,2022-04-03,"[99, 10770]",0.0,0
934660,We Feed People,2022-03-19,[99],7.0,21
926593,Clotilda: Last American Slave Ship,2022-02-07,[99],6.0,4
930966,Mega Moving,2022-01-16,[99],0.0,0
730057,Torn,2021-12-03,[99],6.9,25
890673,The Emirates From Above,2021-12-02,"[99, 10770]",8.0,2
811769,The First Wave,2021-11-19,"[99, 36]",6.8,28
774823,Becoming Cousteau,2021-10-22,[99],7.0,29
680058,The Rescue,2021-10-08,[99],7.951,226
825422,Fauci,2021-09-10,[99],3.2,26
862525,Smoky Mountain Park Rangers,2021-08-06,[99],0.0,0
850989,Killer Shark Vs. Killer Whale,2021-08-06,[99],5.8,4
841673,Orca Vs. Great White,2021-07-09,[99],6.1,8
836691,Shark Beach with Chris Hemsworth,2021-07-05,"[99, 10770]",6.4,16
776553,Playing with Sharks,2021-06-05,[99],7.7,10
879086,Lost Cities: The Great Flood,2021-05-09,[99],3.0,1
900255,Sharks of Hawaii,2021-04-21,[99],0.0,0
799040,Built for Mars: The Perseverance Rover,2021-02-21,[99],7.2,5
797755,The New Air Force One: Flying Fortress,2021-02-16,[99],4.9,7
812410,Flooded Tombs of the Nile,2021-02-05,"[99, 36]",7.2,4
790065,Leopard & Hyena: Strange Alliance,2021-01-30,"[99, 10770]",0.0,0
794596,Ghost of the Minerva,2021-01-27,[99],7.0,1
936722,America The Beautiful: Wild Winter,2021-01-01,[99],0.0,0
891629,Lost Tombs of the Pyramids,2020-12-20,"[99, 36, 9648]",6.6,9
639668,The Ghosts Above,2020-12-02,[99],0.0,0
775223,Going Viral: From Ebola to Covid-19,2020-11-30,[99],0.0,0
770278,"Viruses, the Global Threat",2020-11-29,[99],0.0,0
789215,Breakthrough: Virus Fighters,2020-11-23,[99],0.0,0
753325,The Real Right Stuff,2020-11-20,"[99, 36]",6.4,13
775779,Inside North Korea: The Next Leader,2020-11-08,[99],7.0,2
751545,Wild Portugal,2020-10-09,"[99, 10770]",7.7,7
764198,Assignment Inspiration,2020-09-17,[99],0.0,0
746807,Bin Laden's Hard Drive,2020-09-10,[99],6.5,8
806707,Sharks of the Bermuda Triangle,2020-08-13,[99],7.5,4
851012,Secrets of the Bull Shark,2020-08-10,[99],7.0,2
843979,Shark Vs. Whale,2020-07-28,[99],8.0,1
787019,50 Shades of Sharks,2020-07-17,"[99, 10770]",6.0,1
851013,Most Wanted Sharks,2020-07-15,"[99, 10770]",5.0,2
811282,What the Shark?,2020-07-04,"[99, 10770]",5.0,2
717320,Tutankhamun In Colour,2020-06-18,"[99, 36]",7.8,4
714430,Akashinga: The Brave Ones,2020-06-17,[99],6.7,3
716419,Race Against Pandemic,2020-06-14,[99],7.9,92
716881,The Lost Forest,2020-05-22,[99],0.0,0
727693,Still Human,2020-05-21,[99],6.0,1
733154,An Unfinished Symphony,2020-05-20,[99],0.0,0
704854,Lost on Everest,2020-05-15,"[99, 9648]",7.6,49
804151,Snake Island: Wild & Deadly,2020-03-27,[99],0.0,0
669441,Women of Impact: Changing the World,2020-03-08,[99],9.5,1
732965,India's Wild Leopards,2020-02-26,"[99, 10770]",5.5,2
682666,Back to the Titanic,2020-02-23,[99],6.4,15
684860,Hitler's Teen Killers,2020-02-18,"[36, 10752, 99, 10770]",7.2,6
653751,Rebuilding Paradise,2020-01-23,[99],6.0,13
664027,Mars: One Day on the Red Planet,2020-01-05,[99],6.4,14
702644,Ocean’s Breath,2019-12-25,"[99, 10770]",6.0,2
657310,Mysteries of The Underworld Cordoba,2019-12-15,"[99, 10770]",9.0,1
702897,The Archaeological Mysteries of the Equinox,2019-12-01,[],0.0,0
662389,Pompeii: Secrets of the Dead,2019-11-24,[99],6.6,49
711564,Chasing the Equinox,2019-11-19,"[99, 36, 10770]",7.3,6
619271,Expedition Amelia,2019-10-20,"[99, 36, 10770]",7.3,12
624842,The Nightcrawlers,2019-10-01,[99],5.2,4
566219,Sea of Shadows,2019-09-20,[99],7.7,53
624837,Lost and Found,2019-09-18,[99],8.0,1
816986,Incredible Bats,2019-09-08,"[99, 10770]",0.0,0
723223,Into the Fire,2019-09-01,[99],0.0,0
694930,The Tragedy of the Bridge of Genoa,2019-08-13,[99],0.0,0
637995,Eyewitness: D-Day,2019-07-30,"[99, 10752]",7.5,5
851814,World's Biggest Great White?,2019-07-21,[99],4.2,4
614278,The Armstrong Tapes,2019-07-08,[99],6.5,2
746664,The Giant Robber Crab,2019-06-28,[99],6.2,5
713934,Lost World of the Maya,2019-06-24,[99],0.0,0
671345,Building the Channel Tunnel,2019-06-12,"[99, 10770]",0.0,0
606759,Heroes of The Mediterranean,2019-06-03,[99],0.0,0
607640,Going Viral: Beyond the Hot Zone,2019-05-30,[],8.0,4
647113,Maginot vs Siegfried : la guerre des lignes,2019-05-20,"[99, 10752, 36]",6.0,1
593095,Inside the Internet: 50 Years of Life Online,2019-05-04,[99],6.2,3
765158,Ultimate Viking Sword,2019-03-11,"[99, 36]",0.0,0
642584,The Lost Tomb of Alexander the Great,2019-03-04,[99],6.8,11
589325,Riddle of the Stone Age Giants,2019-02-24,"[99, 36, 10770]",7.0,1
625352,Deepwater Horizon: In Their Own Words,2019-02-17,[99],5.0,1
782399,24 Hours of Reality,2018-12-20,[99],0.0,0
889317,Wild Botswana,2018-12-14,"[99, 10770]",0.0,0
782472,Becoming Immortal: How Susan Potter Will Live Forever,2018-12-14,[],0.0,0
608590,Paris to Pittsburgh,2018-12-12,[99],6.2,8
756288,The Last Secrets of the Nasca,2018-12-01,[99],6.5,4
616104,The Flood,2018-11-25,"[99, 10770]",5.7,6
568161,Mission to the Sun,2018-11-18,[99],6.5,20
817917,Explorer Investigation: The National Museum Fire,2018-11-06,[99],0.0,0
1036663,Secrets of the Space Station,2018-11-04,[99],0.0,0
681438,Curiosity: Life of A Mars Rover,2018-11-04,[99],9.0,1
555511,Mafia Confidential,2018-10-22,"[99, 80]",7.0,1
853227,Mystery Skeletons of the Sahara,2018-10-17,[99],0.0,0
493121,Science Fair,2018-09-14,[99],7.2,17
690239,Save The Titanic : Treasures From The Deep,2018-07-09,[99],6.2,4
567913,Black Pharaohs: Empire of Gold,2018-07-03,"[99, 36]",8.0,1
529300,korong ema,2018-06-10,[99],0.0,0
542314,Maradona Confidential,2018-05-28,[99],6.4,18
1066797,Mega Food: Up In The Air,2018-05-26,[99],0.0,0
802761,Hitler's Battle Against the Press,2018-05-05,"[10770, 99, 36]",6.8,3
944195,Inside North Korea: The Kim Dynasty,2018-05-04,[99],8.0,1
1236823,Jeunesses hitlériennes : L'endoctrinement d'une nation,2018-05-01,[99],8.0,1
520446,Into the Okavango,2018-04-22,[99],7.4,28
630905,Tree Climbing Lions,2018-04-06,"[99, 10770]",7.2,6
782405,After Hitler: The Untold Story,2018-03-27,[36],0.0,0
946174,South America Untamed,2018-02-18,[99],8.0,1
813889,Clash of Tigers,2018-02-17,"[99, 10770]",0.0,0
504224,Lost Treasures of the Maya Snake Kings,2018-02-06,[],0.0,0
894521,Lost Cities of the Amazon: The Legend Is Real,2018-01-01,[99],7.0,1
649162,Man Among Cheetahs,2017-12-31,"[99, 10770]",7.2,4
470819,Jane,2017-12-28,[99],7.489,136
727363,The Epic of Ancient Greece,2017-12-06,[99],0.0,0
578499,Heroes of the Long Road Home with Martha Raddatz,2017-11-22,[99],0.0,0
579425,Chasing Paper,2017-10-28,[99],0.0,0
670075,Jaguar vs. Croc,2017-10-12,"[99, 10770]",8.0,1
896645,Inside North Korea: Then and Now with Lisa Ling,2017-10-01,[99],8.0,3
456231,Breaking2,2017-09-20,[99],8.5,10
937326,"Namibia, Sanctuary of Giants",2017-07-29,"[99, 10770]",0.0,0
450875,LA 92,2017-04-28,"[99, 36]",7.7,122
892405,Deep Sea Killers,2017-04-14,[99],0.0,0
1256412,Storm Cats,2017-02-20,[99],0.0,0
441891,Bugatti Chiron: Super Car Build,2017-02-11,[99],0.0,0
438962,Gender Revolution: A Journey with Katie Couric,2017-02-06,"[99, 10770]",5.9,19
447829,Atlantis Rising,2017-01-29,"[99, 12, 9648]",6.0,37
430834,Water & Power: A California Heist,2017-01-23,[99],7.2,12
1434811,Hubble’s Amazing Journey,2017-01-15,[99],0.0,0
931567,Battle of the Swamp Dragons,2017-01-07,[99],0.0,0
1413248,Narco Bling: Getting Chapo Guzman‎,2017-01-01,[99],0.0,0
698941,Shark Swarm,2017-01-01,"[99, 10770]",0.0,0
570061,Dawn of the Nazis,2017-01-01,"[99, 36, 10770]",6.0,1
728820,Man and space,2016-12-14,"[99, 36]",0.0,0
728636,Humanity Seen From Space,2016-12-14,"[99, 36]",0.0,0
1006000,Grizzly Empire,2016-12-12,[99],7.0,1
429324,Expedition Mars: Spirit & Opportunity,2016-11-16,[99],8.2,13
620547,Dragon Island,2016-10-26,[99],8.0,1
410718,Before the Flood,2016-10-21,[99],7.7,781
413349,Killing Reagan,2016-10-16,"[18, 10770]",6.6,29
415410,National Geographic: Expedition in the Grand Canyon,2016-09-11,[99],0.0,0
862883,9/11: The Plane that Hit the Pentagon,2016-09-10,"[99, 36]",5.0,2
453253,9/11: The Longest War,2016-09-10,"[10770, 10752, 99, 36]",0.0,0
412443,New Zealand: Earth's Mythical Islands,2016-07-19,[99],7.7,3
408668,Return From the Dead,2016-07-19,[99],6.8,2
524504,Incredible Insects,2016-07-09,"[99, 10770]",6.3,3
448271,Map of Hell,2016-06-02,[99],6.0,2
407602,Incredible Spiders,2016-05-21,"[99, 10770]",6.0,1
375192,Bill Nye's Global Meltdown,2016-02-16,[],8.0,1
866065,Amazing Animal Selfies,2016-01-18,"[10770, 99]",0.0,0
703842,Alcatraz: No Way Out,2016-01-01,[99],0.0,0
927881,Cougars Undercover,2015-11-22,"[10770, 99]",0.0,0
497072,National Geographic: Inside the Mega Twister,2015-11-01,[99],6.0,1
479650,Creatures of Light,2015-09-25,[99],7.5,2
449263,Dawn of Humanity,2015-09-10,"[99, 36, 10770]",7.5,2
659162,Undiscovered Haiti with José Andrés,2015-09-01,[99],0.0,0
384385,Atlantic: The Wildest Ocean on Earth,2015-08-31,"[99, 10770]",7.3,4
402120,Wild Islands: Jewels of a Paradise: Caribbean,2015-06-14,"[99, 10770]",9.0,1
677166,I Am Dying,2015-06-13,[99],0.0,0
536504,Top 10 Biggest Beasts Ever,2015-06-08,[99],6.7,6
348419,T.Rex: Ultimate Survivor,2015-06-07,[99],0.0,0
388934,Bigger Than T.Rex,2015-06-03,[99],0.0,0
374579,Battlefield Patagonia,2015-05-28,[99],0.0,0
663510,Eagles: Queen of the Skies,2015-05-10,[99],0.0,0
369457,Mankind From Space,2015-05-03,[99],7.0,2
428950,Drain the Titanic,2015-04-12,[99],7.1,24
