id,title,release_date,genre_ids,vote_average,vote_count,budget,revenue,directors,production_companies
315635,Spider-Man: Homecoming,2017-07-05,"[28, 12, 878, 18]",7.331,22078,175000000,880166924,Jon Watts,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures"
283995,Guardians of the Galaxy Vol. 2,2017-04-19,"[878, 12, 28]",7.6,21849,200000000,863756051,James Gunn,Marvel Studios
441829,Team Thor: Part 2,2017-02-14,"[878, 35, 14]",7.0,329,0,0,Taika Waititi,Marvel Studios
284052,Doctor Strange,2016-10-25,"[28, 12, 14]",7.418,22417,180000000,676343174,Scott Derrickson,Marvel Studios
413279,Team Thor,2016-08-28,"[35, 878]",7.3,541,0,0,Taika Waititi,Marvel Studios
271110,Captain America: Civil War,2016-04-27,"[12, 28, 878]",7.444,23004,250000000,1155046416,"Joe Russo, Anthony Russo",Marvel Studios
379040,Marvel's Captain America: 75 Heroic Years,2016-01-19,[99],6.7,34,0,0,Zak Knutson,"Bow + Arrow Entertainment, Marvel Studios"
102899,Ant-Man,2015-07-14,"[878, 28, 12]",7.1,19969,130000000,519311965,Peyton Reed,Marvel Studios
99861,Avengers: Age of Ultron,2015-04-22,"[28, 12, 878]",7.3,23314,365000000,1405403694,Joss Whedon,Marvel Studios
1443468,Andor: Season 2 | A Special Look,2025-03-04,[99],0.0,0,0,0,,Lucasfilm Ltd.
1406621,Star Wars: Skeleton Crew | A Special Look,2024-11-28,[99],4.3,3,0,0,,Lucasfilm Ltd.
1076708,Music by John Williams,2024-11-01,"[99, 10402]",7.982,55,0,0,Laurent Bouzereau,"Nedland Media, Lucasfilm Ltd., Imagine Documentaries, Amblin Documentaries"
1199447,Timeless Heroes: Indiana Jones & Harrison Ford,2023-12-01,[99],7.7,22,0,0,Laurent Bouzereau,Lucasfilm Ltd.
1168918,The Making of Indiana Jones and the Dial of Destiny,2023-08-29,[99],6.4,12,0,0,Ian Bucknole,Lucasfilm Ltd.
1166427,Master & Apprentice: A Special Look at Ahsoka,2023-08-14,[99],7.2,10,0,0,,Lucasfilm Ltd.
335977,Indiana Jones and the Dial of Destiny,2023-06-25,"[12, 28]",6.6,3591,294700000,383963057,James Mangold,Lucasfilm Ltd.
1076366,Willow: Behind the Magic,2023-01-25,"[99, 35]",3.9,14,0,0,Adam Countee,"Lucasfilm Ltd., Imagine Documentaries"
1044343,Zen - Grogu and Dust Bunnies,2022-11-11,[16],6.1,96,0,0,Katsuya Kondo,"Lucasfilm Ltd., Studio Ghibli"
1022100,Andor: A Disney+ Day Special Look,2022-09-08,"[99, 878]",6.9,20,0,0,,Lucasfilm Ltd.
1015606,Obi-Wan Kenobi: A Jedi's Return,2022-09-07,[99],6.8,988,0,0,David Gelb,"Lucasfilm Ltd., Supper Club"
980804,LEGO Star Wars Summer Vacation,2022-08-05,"[16, 10751, 878, 35, 10770]",6.203,86,0,0,Ken Cunningham,"Lucasfilm Ltd., Atomic Cartoons, LEGO"
933962,More Than Robots,2022-03-14,"[99, 10751]",6.3,5,0,0,Gillian Jacobs,Lucasfilm Ltd.
877181,Under the Helmet: The Legacy of Boba Fett,2021-11-12,[99],6.9,41,0,0,"Brian Kwan, Brad Baruh",Lucasfilm Ltd.
857702,LEGO Star Wars Terrifying Tales,2021-10-01,"[16, 10751, 878, 35, 10770]",6.867,252,0,0,Ken Cunningham,"Lucasfilm Ltd., Atomic Cartoons, LEGO"
1449954,Star Wars: The Bad Batch – Aftermath,2021-05-04,"[16, 28, 12, 878]",0.0,0,0,0,"Nathaniel Villanueva, Saul Ruiz, Steward Lee","Lucasfilm Ltd., Lucasfilm Animation"
825647,Star Wars Biomes,2021-05-03,"[878, 99]",6.657,54,0,0,,Lucasfilm Ltd.
732670,LEGO Star Wars Holiday Special,2020-11-17,"[16, 10751, 878, 12, 35]",6.54,334,0,0,Ken Cunningham,"Lucasfilm Ltd., LEGO, Atomic Cartoons"
1183093,Star Wars: Squadrons - Hunted,2020-09-14,"[16, 28, 878]",5.0,1,0,0,Neel Upadhye,"Motive Studio, Lucasfilm Ltd., Industrial Light & Magic"
680382,The Skywalker Legacy,2020-03-18,[99],7.7,43,0,0,Debs Paterson,Lucasfilm Ltd.
181812,Star Wars: The Rise of Skywalker,2019-12-18,"[12, 28, 878]",6.3,10105,416000000,1074144248,J.J. Abrams,"Lucasfilm Ltd., Bad Robot"
348350,Solo: A Star Wars Story,2018-05-15,"[878, 12, 28]",6.557,8689,250000000,392952373,Ron Howard,Lucasfilm Ltd.
513696,Balance of the Force,2018-03-12,[99],7.0,5,0,0,Ian Bucknole,Lucasfilm Ltd.
510714,The Director and the Jedi,2018-03-12,[99],7.2,42,0,0,Anthony Wonke,Lucasfilm Ltd.
507052,The Force of Sound,2018-02-20,[99],8.7,3,0,0,,"ABC News, Lucasfilm Ltd."
181808,Star Wars: The Last Jedi,2017-12-13,"[12, 28, 878]",6.781,15508,200000000,1332698830,Rian Johnson,Lucasfilm Ltd.
330459,Rogue One: A Star Wars Story,2016-12-14,"[28, 12, 878]",7.5,15470,200000000,1056057273,Gareth Edwards,Lucasfilm Ltd.
388885,Secrets of the Force Awakens: A Cinematic Journey,2016-04-16,[99],7.1,39,0,0,Laurent Bouzereau,Lucasfilm Ltd.
140607,Star Wars: The Force Awakens,2015-12-15,"[12, 28, 878]",7.262,19633,245000000,2068223624,J.J. Abrams,"Lucasfilm Ltd., Bad Robot"
516632,The Empty Man,2020-10-22,"[27, 9648, 53]",6.2,872,16000000,4796993,David Prior,"BOOM! Studios, Out of Africa Entertainment, 20th Century Fox"
443791,Underwater,2020-01-08,"[27, 878, 28, 12]",6.288,3183,50000000,40882928,William Eubank,"Chernin Entertainment, 20th Century Fox, TSG Entertainment"
431693,Spies in Disguise,2019-12-04,"[16, 28, 12, 35, 10751]",7.6,2819,100000000,171616764,"Nick Bruno, Troy Quane","Chernin Entertainment, Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox"
359724,Ford v Ferrari,2019-11-13,"[18, 28, 36]",8.003,8206,97600000,225508210,James Mangold,"20th Century Fox, TSG Entertainment, Chernin Entertainment, Turnpike Films"
290859,Terminator: Dark Fate,2019-10-23,"[878, 28, 12, 53]",6.4,5219,185000000,261119292,Tim Miller,"20th Century Fox, Skydance Media, Paramount Pictures, Tencent Pictures, TSG Entertainment, Lightstorm Entertainment, Iberdrola, Mid Atlantic Films"
419704,Ad Astra,2019-09-17,"[878, 18]",6.109,6732,87500000,127461872,James Gray,"New Regency Productions, MadRiver Pictures, Plan B Entertainment, RT Features, Bona Film Group, TSG Entertainment, Keep Your Head Productions, 20th Century Fox"
575094,Abigail,2019-08-22,"[12, 14, 9648]",6.1,233,7000000,1940234,Aleksandr Boguslavskiy,"Kinodanz, 20th Century Fox"
320288,Dark Phoenix,2019-06-05,"[878, 28, 12]",6.0,6622,200000000,252442974,Simon Kinberg,"Genre Films, Hutch Parker Entertainment, 20th Century Fox, TSG Entertainment, Marvel Entertainment"
514439,Breakthrough,2019-04-10,[18],7.6,1088,14000000,49200000,Roxann Dawson,"Fox 2000 Pictures, 20th Century Fox"
588216,Alien: Specimen,2019-03-30,"[18, 27, 878]",6.1,81,35000,0,Kelsey Taylor,"20th Century Fox, Tongal"
588211,Alien: Ore,2019-03-30,"[878, 27]",6.2,47,35000,0,"Sam Spear, Kailey Spear","Tongal, 20th Century Fox"
588210,Alien: Night Shift,2019-03-15,"[878, 27]",6.1,42,35000,0,Aidan Brezonick,"Tongal, 20th Century Fox"
588209,Alien: Harvest,2019-03-15,"[878, 27]",6.5,53,35000,0,Benjamin Howdeshell,"20th Century Fox, Tongal"
588207,Alien: Containment,2019-03-15,"[18, 27, 878]",6.1,55,35000,0,Chris Reading,"20th Century Fox, Tongal"
588204,Alien: Alone,2019-03-15,"[878, 27]",6.2,42,35000,0,Noah Miller,"Tongal, 20th Century Fox"
586839,Big Three Dragons,2019-02-01,"[35, 10751]",0.0,0,0,0,,"Good Kids Entertainment, 20th Century Fox"
399579,Alita: Battle Angel,2019-01-31,"[28, 878, 12]",7.236,9348,170000000,405000000,Robert Rodriguez,"Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment"
454294,The Kid Who Would Be King,2019-01-16,"[28, 12, 14, 10751]",6.179,769,59000000,32140970,Joe Cornish,"Working Title Films, Big Talk Studios, TSG Entertainment, 20th Century Fox"
569888,The Predator Holiday Special,2018-12-19,"[35, 27, 878, 16]",6.3,12,0,0,Alex Kamer,"20th Century Fox, Stoopid Buddy Stoodios"
567604,Once Upon a Deadpool,2018-12-11,"[35, 28, 12]",7.086,794,110000000,51349833,David Leitch,"20th Century Fox, Genre Films, Maximum Effort, Marvel Entertainment"
401469,Widows,2018-11-06,"[80, 53, 18]",6.488,2327,42000000,73900000,Steve McQueen,"20th Century Fox, Regency Enterprises, Film4 Productions, New Regency Pictures, See-Saw Films, Lammas Park, TSG Entertainment"
424694,Bohemian Rhapsody,2018-10-24,"[10402, 18]",7.978,17040,52000000,918355943,Bryan Singer,"20th Century Fox, Regency Enterprises, GK Films, TSG Entertainment"
446021,Bad Times at the El Royale,2018-10-04,"[53, 9648, 80, 18]",6.842,3621,32000000,31882724,Drew Goddard,"20th Century Fox, Goddard Textiles, TSG Entertainment"
220882,London Fields,2018-09-20,"[80, 53]",5.1,271,8000000,487420,Mathew Cullen,"Muse Productions, Periscope Entertainment, Head Gear Films, Curiously Bright Entertainment, Living the Dream Films, MindSky Entertainment, Vedette Finance, Tartan Films, 20th Century Fox"
346910,The Predator,2018-09-05,"[878, 28, 12, 53]",5.6,4745,88000000,160542134,Shane Black,"Davis Entertainment, TSG Entertainment, 20th Century Fox, Canada Film Capital"
499572,The Flip Side,2018-08-30,"[35, 18]",5.0,2,0,0,Marion Pilowsky,"Corner Table Productions, 20th Century Fox, Fox International Productions Australia"
472918,Wiro Sableng: 212 Warrior,2018-08-30,"[28, 35, 12]",6.2,14,0,0,Angga Dwimas Sasongko,"LifeLike Pictures, 20th Century Fox"
445651,The Darkest Minds,2018-07-25,"[28, 12, 18]",7.03,2831,34000000,41142379,Jennifer Yuh Nelson,"21 Laps Entertainment, 20th Century Fox"
383498,Deadpool 2,2018-05-15,"[28, 35, 12]",7.488,18266,110000000,785896632,David Leitch,"Maximum Effort, Genre Films, 20th Century Fox, Marvel Entertainment"
494491,Não se Aceitam Devoluções,2018-05-01,[35],6.5,30,0,0,André Moraes,"Telecine, 20th Century Fox, Brazil Production Services, 20th Century Fox Brazil"
401981,Red Sparrow,2018-02-28,"[53, 9648]",6.5,6053,69000000,151572634,Francis Lawrence,"Chernin Entertainment, 20th Century Fox, TSG Entertainment"
455605,Haunted Hospital: Heilstatten,2018-02-22,[27],5.561,278,0,2330777,"Michael David Pate, Martin Goeres","Till Schmerbeck Produktion, 20th Century Fox"
449176,"Love, Simon",2018-02-16,"[35, 18, 10749]",8.0,6079,17000000,66316289,Greg Berlanti,"Temple Hill Entertainment, Fox 2000 Pictures, New Leaf Literary & Media, 20th Century Fox, Twisted Media"
336843,Maze Runner: The Death Cure,2018-01-10,"[878, 28, 12, 53]",7.1,7916,62000000,288175335,Wes Ball,"The Gotham Group, Temple Hill Entertainment, 20th Century Fox, Oddball Entertainment"
446354,The Post,2017-12-22,"[18, 36]",7.002,4638,50000000,179769467,Steven Spielberg,"20th Century Fox, DreamWorks Pictures, Reliance Entertainment, Participant, Amblin Entertainment, Pascal Pictures, TSG Entertainment, Star Thrower Entertainment"
316029,The Greatest Showman,2017-12-20,[18],7.9,9569,84000000,459066134,Michael Gracey,"Chernin Entertainment, 20th Century Fox, TSG Entertainment"
364689,Ferdinand,2017-12-09,"[16, 10751, 12, 35]",7.214,2886,111000000,295038508,Carlos Saldanha,"Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox"
392044,Murder on the Orient Express,2017-11-03,"[9648, 18, 80]",6.7,10065,55000000,352800000,Kenneth Branagh,"The Mark Gordon Company, Genre Films, 20th Century Fox, Scott Free Productions"
290512,The Mountain Between Us,2017-10-05,"[18, 12, 10749]",6.654,2419,35000000,62832209,Hany Abu-Assad,"Chernin Entertainment, 20th Century Fox, Fox 2000 Pictures"
343668,Kingsman: The Golden Circle,2017-09-20,"[28, 12, 35, 80, 53, 878]",6.959,10543,104000000,410902662,Matthew Vaughn,"20th Century Fox, Marv, Cloudy Productions, TSG Entertainment"
281338,War for the Planet of the Apes,2017-07-11,"[18, 878, 10752]",7.204,9174,150000000,490719763,Matt Reeves,"20th Century Fox, TSG Entertainment, Chernin Entertainment"
417830,Diary of a Wimpy Kid: The Long Haul,2017-05-19,"[35, 10751]",5.349,485,22000000,40120144,David Bowers,"20th Century Fox, TSG Entertainment, Color Force"
126889,Alien: Covenant,2017-05-09,"[878, 27, 53]",6.2,8818,97000000,240891763,Ridley Scott,"20th Century Fox, Brandywine Productions, Scott Free Productions"
373569,Snatched,2017-05-03,"[28, 35]",5.344,800,42000000,60800000,Jonathan Levine,"Chernin Entertainment, Feigco Entertainment, 20th Century Fox"
558144,Deadpool: No Good Deed,2017-03-03,"[28, 35, 80]",7.146,514,0,0,David Leitch,20th Century Fox
263115,Logan,2017-02-28,"[28, 18, 878]",7.8,19522,97000000,619021436,James Mangold,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox, Marvel Entertainment, TSG Entertainment"
340837,A Cure for Wellness,2017-02-15,"[27, 9648, 878]",6.331,3871,40000000,26620002,Gore Verbinski,"Studio Babelsberg, Regency Enterprises, New Regency Pictures, TSG Entertainment, 20th Century Fox, Blind Wink"
356305,Why Him?,2016-12-22,[35],6.384,4208,38000000,118102725,John Hamburg,"21 Laps Entertainment, TSG Entertainment, 20th Century Fox, Red Hour, 75 Year Plan Productions"
421725,Scrat: Spaced Out,2016-10-11,"[10751, 878, 35, 16]",6.2,60,0,0,"Galen T. Chu, Mike Thurmeier","Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox"
283366,Miss Peregrine's Home for Peculiar Children,2016-09-27,"[14, 12, 18, 10751, 53]",6.837,10082,110000000,296482446,Tim Burton,"Chernin Entertainment, Tim Burton Productions, TSG Entertainment, 20th Century Fox"
377264,Morgan,2016-09-01,"[27, 878, 53]",5.802,1497,8000000,8810591,Luke Scott,"TSG Entertainment, 20th Century Fox, Burk A Project, Isobel Griffiths, Scott Free Productions"
316023,Mike and Dave Need Wedding Dates,2016-07-07,[35],6.1,2490,33000000,77100000,Jake Szymanski,"Chernin Entertainment, TSG Entertainment, 20th Century Fox"
278154,Ice Age: Collision Course,2016-06-23,"[12, 16, 10751, 35, 878]",6.1,4608,105000000,408579038,Mike Thurmeier,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox"
47933,Independence Day: Resurgence,2016-06-22,"[28, 12, 878]",5.331,6118,165000000,389681935,Roland Emmerich,"20th Century Fox, TSG Entertainment, Centropolis Entertainment, Stereo D"
246655,X-Men: Apocalypse,2016-05-18,"[28, 12, 878, 14]",6.512,13114,178000000,543934787,Bryan Singer,"The Donners' Company, Bad Hat Harry Productions, Genre Films, Hutch Parker Entertainment, 20th Century Fox, Marvel Entertainment, TSG Entertainment"
329718,Finding Altamira,2016-04-01,"[18, 36]",5.8,132,8500000,0,Hugh Hudson,"Morena Films, Movistar+, TVE, Mare Nostrum Productions, Myriad Pictures, Telefónica Studios, 20th Century Fox, Fox International Productions Spain"
351809,To Steal from a Thief,2016-03-03,"[80, 53]",6.239,370,6700000,9074836,Daniel Calparsoro,"Vaca Films, Morena Films, Telefónica Studios, Invasor Producción, K & S Films, Mare Nostrum Productions, Mediaset España, Movistar+, Canal+ España, Eurimages, INCAA, Ibermedia, Canal+, Telecinco Cinema, Telefe, Hispano Foxfilms S.A.E., 20th Century Fox, Fox International Productions Spain, Film Factory"
293660,Deadpool,2016-02-09,"[28, 12, 35]",7.6,31452,58000000,782837347,Tim Miller,"20th Century Fox, The Donners' Company, Genre Films, Marvel Entertainment"
570481,Happy Log,2016-01-21,"[28, 12, 18]",6.3,3,0,0,Gary R. Thieman,"20th Century Fox, ALP Productions, GRT Productions, iPost"
379053,A World Unseen: 'The Revenant',2016-01-21,[99],6.1,16,0,0,Eliot Rausch,"RauschFilms, 20th Century Fox"
228066,Victor Frankenstein,2015-11-10,"[18, 878, 53]",5.948,2151,40000000,34200000,Paul McGuigan,"Davis Entertainment, Moving Picture Company, TSG Entertainment, 20th Century Fox"
367326,Cosmic Scrat-tastrophe,2015-11-06,"[878, 35, 16, 10751, 12]",6.5,130,0,0,Mike Thurmeier,"Blue Sky Studios, 20th Century Fox, 20th Century Fox Animation"
227973,The Peanuts Movie,2015-11-05,"[35, 16, 10751]",6.929,1674,99000000,246233113,Steve Martino,"Blue Sky Studios, 20th Century Fox Animation, 20th Century Fox, Feigco Entertainment"
286217,The Martian,2015-09-30,"[18, 12, 878]",7.688,20045,108000000,631058917,Ridley Scott,"Genre Films, TSG Entertainment, 20th Century Fox, Scott Free Productions"
294254,Maze Runner: The Scorch Trials,2015-09-09,"[878, 28, 53, 12]",6.7,10502,61000000,312296056,Wes Ball,"Temple Hill Entertainment, The Gotham Group, TSG Entertainment, 20th Century Fox"
362519,Bride Wars,2015-08-20,"[35, 10749]",7.4,18,0,0,Tony Chan,"Bona Film Group, Ivanhoe Pictures, 20th Century Fox"
166424,Fantastic Four,2015-08-05,"[28, 12, 878]",4.42,6049,120000000,167977596,Josh Trank,"20th Century Fox, Constantin Film, Marvel Entertainment, Marv, Genre Films, Robert Kulzer Productions, TSG Entertainment"
238713,Spy,2015-05-06,"[28, 35, 80]",6.8,6078,65000000,235666219,Paul Feig,"Chernin Entertainment, Feigco Entertainment, TSG Entertainment, 20th Century Fox"
1075456,O'Dessa,2025-03-08,"[10402, 18, 878]",6.2,41,0,0,Geremy Jasper,"Searchlight Pictures, RT Features, Department of Motion Pictures"
661539,A Complete Unknown,2024-12-18,"[18, 10402]",7.1,777,65000000,127117744,James Mangold,"Veritas Entertainment Group, Range Media Partners, The Picture Company, Turnpike Films, White Water, Searchlight Pictures"
718014,Hold Your Breath,2024-09-12,"[27, 53, 18]",5.9,206,0,0,"Will Joines, Karrie Crouse","Secret Engine, Mad Dog Films, Searchlight Pictures"
1002626,The Supremes at Earl's All-You-Can-Eat,2024-08-07,"[35, 18]",6.8,17,23000000,0,Tina Mabry,"Searchlight Pictures, Temple Hill Entertainment"
1029955,Kinds of Kindness,2024-05-30,"[18, 35]",6.575,950,15000000,16398509,Yorgos Lanthimos,"Searchlight Pictures, Film4 Productions, TSG Entertainment, Element Pictures, Limp"
1011082,The Greatest Hits,2024-04-05,"[18, 10402, 10749, 14]",6.7,126,0,0,Ned Benson,"Groundswell Productions, Flying Point, Searchlight Pictures"
1448050,Possessing Beauty: The Making of Poor Things,2024-03-12,[99],0.0,0,0,0,Yorgos Lanthimos,"20th Century Studios, Searchlight Pictures, Element Pictures, Film4 Productions, Fruit Tree"
1014209,Suncoast,2024-02-02,"[18, 35]",6.7,113,0,0,Laura Chinn,"Searchlight Pictures, Freestyle Picture Company, Seven Deuce Entertainment"
994108,All of Us Strangers,2023-12-22,"[10749, 18, 14]",7.471,811,5000000,14864960,Andrew Haigh,"Film4 Productions, Blueprint Pictures, Searchlight Pictures, TSG Entertainment"
792307,Poor Things,2023-12-07,"[878, 10749, 35]",7.699,4598,35000000,117607117,Yorgos Lanthimos,"Searchlight Pictures, Film4 Productions, TSG Entertainment, Element Pictures, Limp, Fruit Tree"
621587,Next Goal Wins,2023-11-16,"[35, 18]",6.4,497,14000000,18062279,Taika Waititi,"The Imaginarium, Searchlight Pictures, TSG Entertainment, Garrett Basch Productions, Defender Films, Archer's Mark"
893752,Quasi,2023-04-20,"[35, 18]",5.155,71,0,0,Kevin Heffernan,"Broken Lizard Industries, Cataland Films, Searchlight Pictures"
812635,Chevalier,2023-04-20,"[10402, 18, 36]",6.3,109,35000000,4200000,Stephen Williams,"Searchlight Pictures, Element Pictures, TSG Entertainment"
1049638,Rye Lane,2023-03-17,"[35, 10749]",7.084,202,0,1600000,Raine Allen-Miller,"Searchlight Pictures, BBC Film, BFI, DJ Films, Turnover Films"
626332,Flamin' Hot,2023-03-11,"[18, 36]",8.0,698,0,0,Eva Longoria,"Franklin Entertainment, Searchlight Pictures"
814757,Empire of Light,2022-12-09,"[18, 10749]",6.663,561,13500000,11395604,Sam Mendes,"Searchlight Pictures, Neal Street Productions, TSG Entertainment"
593643,The Menu,2022-11-17,"[35, 27, 53]",7.176,5204,35000000,79628200,Mark Mylod,"Hyperobject Industries, Searchlight Pictures, Gary Sanchez Productions, TSG Entertainment"
674324,The Banshees of Inisherin,2022-10-20,"[18, 35]",7.453,2891,20000000,49300000,Martin McDonagh,"Searchlight Pictures, Blueprint Pictures, Film4 Productions, TSG Entertainment"
766475,See How They Run,2022-09-09,"[9648, 35, 80]",6.37,1141,40000000,21921551,Tom George,"Searchlight Pictures, DJ Films, TSG Entertainment"
838330,Not Okay,2022-07-29,"[35, 18]",6.3,463,0,0,Quinn Shephard,"Makeready, Searchlight Pictures"
846250,Fire Island,2022-06-02,"[35, 10749]",7.0,245,10000000,0,Andrew Ahn,"Jax Media, Searchlight Pictures"
597208,Nightmare Alley,2021-12-02,"[80, 18, 53]",7.0,3004,60000000,39629195,Guillermo del Toro,"Searchlight Pictures, Double Dare You"
516329,Antlers,2021-10-28,"[18, 27, 9648]",6.2,1115,17000000,18867659,Scott Cooper,"Searchlight Pictures, Phantom Four, Double Dare You, Mirada Studio, TSG Entertainment"
542178,The French Dispatch,2021-10-21,"[18, 35]",7.029,2663,25000000,46333545,Wes Anderson,"Searchlight Pictures, Indian Paintbrush, American Empirical Pictures"
601470,The Eyes of Tammy Faye,2021-09-17,"[18, 36]",6.501,617,0,2404127,Michael Showalter,"Freckle Films, MWM Studios, Searchlight Pictures, Semi-Formal Productions, Talent One"
399363,Wendy,2020-02-28,"[14, 18]",5.7,125,5000000,0,Benh Zeitlin,"Searchlight Pictures, Department of Motion Pictures, Court 13 Pictures, Celluloid Dreams, TSG Entertainment"
560391,Downhill,2020-02-06,"[18, 35]",5.3,277,0,7547254,"Jim Rash, Nat Faxon","Searchlight Pictures, Likely Story, Filmhaus Films, TSG Entertainment"
1271927,Ice Age: The Last Adventure of Scrat (The End),2022-04-13,[16],6.7,3,0,0,,Blue Sky Studios
364689,Ferdinand,2017-12-09,"[16, 10751, 12, 35]",7.214,2887,111000000,295038508,Carlos Saldanha,"Blue Sky Studios, 20th Century Fox Animation, Davis Entertainment, 20th Century Fox"
387893,Ice Age: The Great Egg-Scapade,2016-03-19,"[12, 16, 35, 10751, 10770]",6.4,481,0,0,Ricardo Curtis,"House of Cool Studios, Blue Sky Studios, 20th Century Fox Animation, Arc Productions"
1439955,Will Reeve: Finding My Father,2025-01-26,[99],0.0,0,0,0,,ABC Studios
1374725,Bruce Springsteen: Backstage and Backstreets,2024-10-20,[10402],0.0,0,0,0,,"ABC Studios, ABC Productions"
759045,John Legend and Family: Bigger Love Father's Day,2020-06-21,"[35, 10770, 10402]",0.0,0,0,0,Bille Woodruff,"ABC Studios, Get Lifted Film Co., Done+Dusted"
662240,What Is Jeopardy!?: Alex Trebek and America's Most Popular Quiz Show,2020-01-02,"[18, 99]",10.0,3,0,0,,"ABC News, ABC Studios, ABC Signature Studios"
657148,"Live in Front of a Studio Audience: ""All in the Family"" and ""Good Times""",2019-12-18,"[35, 10770, 10751]",6.1,13,0,0,"Andy Fisher, James Burrows, Pamela Fryman","Act III Productions, Gary Sanchez Productions, Simpson Street, Sony Pictures Television, ABC Studios"
563925,Mary Poppins Returns: Behind the Magic,2018-11-22,[99],6.2,13,0,0,,ABC Studios
667193,For Love,2018-01-01,"[18, 10770]",10.0,1,0,0,John Dahl,ABC Studios
451974,Let It Fall: Los Angeles 1982-1992,2017-04-21,"[99, 36]",7.7,19,0,0,John Ridley,ABC Studios
1452608,"Medina - 9,90 Uma história por trás da foto",2025-03-21,[99],0.0,0,0,0,Guilherme Aguilar,"ESPN Brasil, Disney Creative Marketing Brasil, ESPN"
1399199,The Simpsons Funday Football,2024-12-09,"[16, 35]",0.0,0,0,0,Mike B. Anderson,"ESPN, Gracie Films, 20th Century Animation"
1398075,Leonardo Ruiz vs. Elias Haedo,2024-12-06,[],0.0,0,0,0,,"ESPN, Miura Boxing, Top Rank"
1392192,Elwin Soto vs. Moises Caro,2024-11-23,[],0.0,0,0,0,,"Top Rank, ESPN, Zanfer Boxing"
1392186,Bakary Samake vs. Wade Ryan,2024-11-23,[],0.0,0,0,0,,"Top Rank, ESPN"
1364723,Florida Panthers' 2024 Stanley Cup Championship Film,2024-10-01,[99],10.0,1,0,0,,"ESPN, NHL Productions"
1338889,No Place Like Nebraska,2024-08-25,[99],0.0,0,0,0,"Jennifer Karson-Strauss, Madeline Rundlett","E:60, ESPN Films, ESPN"
1327697,Angel Ayala vs. Dave Apolinario,2024-08-09,[],0.0,0,0,0,,ESPN
1301279,NHL Big City Greens Classic 2,2024-03-09,"[16, 10770]",0.0,0,0,0,,"Disney Television Animation, NHL Productions, ESPN Films, ESPN"
1218556,World MMA Awards 2023,2023-12-14,[28],0.0,0,0,0,,ESPN
1195321,The Minister of Defense,2023-11-14,[99],0.0,0,0,0,"Courtland Bragg, Ken Rodgers",ESPN
1186458,The incredible rise of Haris Rauf,2023-10-01,[99],0.0,0,0,0,Shruti Savanal,ESPN
1162380,The Gentleman Boxer: Richard Torrez Jr.,2023-08-07,[99],0.0,0,0,0,,"Top Rank, ESPN"
1162024,Made in Mexico: Navarrete vs. Valdez,2023-08-07,[],0.0,0,0,0,,"Top Rank, ESPN"
1154491,Camp Life: Inoue vs. Fulton,2023-07-17,[99],0.0,0,0,0,,"ESPN, Top Rank"
1144905,Relentless: Jared Anderson,2023-06-25,[],0.0,0,0,0,,"ESPN, Top Rank"
1143893,PFL 2023 #6: Regular Season - Aubin-Mercier vs. Romero,2023-06-23,[],0.0,0,0,0,,ESPN
1140751,PFL 2023 #5: Regular Season - Delija vs. Greene,2023-06-16,[],0.0,0,0,0,,ESPN
1140034,Once Upon a Time in Anaheim,2023-06-11,[99],0.0,0,0,0,"Russell Dinallo, Scott Cikowski",ESPN
1136992,Trash Talk: Taylor vs. Lopez,2023-06-04,[99],0.0,0,0,0,,"Top Rank, ESPN"
1178793,Little Choices,2023-05-14,[],0.0,0,0,0,,ESPN
1110984,The American Gladiators Documentary,2023-05-02,[99],7.5,2,0,0,"Ben Berman, Kirk C. Johnson","Vice Studios, ESPN Films, ESPN"
1106634,LISTEN,2023-03-28,"[99, 10770, 80]",0.0,0,0,0,Nicole Noren,"ESPN Films, ESPN"
1106042,"Blood, Sweat & Tears: Ramirez vs. Dogboe",2023-03-27,[99],0.0,0,0,0,,"Top Rank, ESPN"
1103482,The Dream Americano,2023-03-19,[99],0.0,0,0,0,,"Top Rank, ESPN"
1087749,Disney NHL Big City Greens Classic,2023-03-14,"[16, 10770]",2.0,1,0,0,,"Disney Television Animation, NHL Productions, ESPN Films, ESPN"
1082095,Bullies of Baltimore,2023-02-05,[99],6.3,3,0,0,"Ken Rodgers, Jason Weber","ESPN Films, ESPN, NFL Films"
1080928,The Perfect Machine,2023-02-05,"[99, 10770]",0.0,0,0,0,Dan Lindberg,"ESPN, ESPN Films"
1082580,GR8TNESS,2023-02-04,[99],0.0,0,0,0,,ESPN
1081368,Erik Bazinyan vs. Alantez Fox,2023-02-02,[],0.0,0,0,0,,"Top Rank, ESPN"
1073753,Kim Clavel vs. Jessica Nery Plata,2023-01-13,[],0.0,0,0,0,,ESPN
1178814,The Band is on the Field,2022-11-13,[],0.0,0,0,0,,ESPN
