id,title,release_date,genre_ids,vote_average,vote_count,budget,revenue,directors,production_companies
1046894,Jeanette Lee Vs.,2022-11-12,[99],0.0,0,0,0,Ursula Liang,"Words + Pictures, ESPN Films, ESPN"
999368,Dickie V,2022-07-20,[99],0.0,0,0,0,Nick Nanton,"ESPN, ESPN Films, Astonish Entertainment, The Montag Group"
1178808,Poking the Polar Bear,2022-06-22,[],0.0,0,0,0,,ESPN
969698,Oscar Valdez vs. Shakur Stevenson,2022-04-30,[28],6.0,1,0,0,,ESPN
942097,Tyson Fury vs. Dillian Whyte,2022-04-23,[28],0.0,0,0,0,,"BT Sport Box Office HD, ESPN, Top Rank, Queensberry Promotions"
942688,Shark,2022-04-19,[99],5.7,3,0,0,"Thomas Odelfelt, Jason Hehir","ESPN, ESPN Films, Words + Pictures"
1178817,The Paterno Legacy,2022-04-18,[99],0.0,0,0,0,,ESPN
929174,The Tuck Rule,2022-02-06,[99],7.0,2,0,0,"Nick Mascolo, Ken Rodgers","ESPN, ESPN Films, 199 Productions, Build Your Legend Productions, NFL Films"
1178809,Bonds,2021-11-08,[],0.0,0,0,0,,ESPN
1178827,More Than a Voice,2021-09-26,[],0.0,0,0,0,Shaun Silva,ESPN
1178807,Alive: The Drew Robinson Story,2021-07-03,[],0.0,0,0,0,Martin Khodabakhshian,ESPN
839925,Shakur Stevenson vs. Jeremiah Nakathila,2021-06-12,"[28, 99]",0.0,0,0,0,,"ESPN, ESPN Films"
837521,30 for 30: The Bunny & the GOAT,2021-06-06,[35],5.0,5,0,0,Malcolm D. Lee,"Warner Bros. Pictures, ESPN, NBA Entertainment"
831748,Jose Ramirez vs Josh Taylor,2021-05-22,[28],0.0,0,0,0,,"ESPN, Top Rank"
829462,144,2021-05-13,[99],7.5,2,0,0,"Lauren Stowell, Jenna Contreras",ESPN
674446,D. Wade: Life Unexpected,2020-02-23,[99],7.0,10,0,0,Bob Metelus,"ESPN, Imagine Entertainment, Imagine Documentaries"
668060,Vick,2020-01-30,[99],6.8,4,0,0,Stanley Nelson,"ESPN Films, ESPN"
667903,Kobe Bryant: The Death of a Legend,2020-01-28,[99],5.0,1,0,0,,"ABC News, ESPN"
653733,Be Water,2020-01-25,[99],6.8,51,0,0,Bao Nguyen,"ESPN, Dorothy St Pictures, East Films"
638182,Chuck & Tito,2019-10-15,[99],7.0,2,0,0,Micah Brown,"ESPN, Second Wind Creative, ESPN Films"
604839,Rodman: For Better or Worse,2019-09-01,"[99, 10770]",8.2,11,0,0,Todd Kapostasy,"ESPN, Five All in the Fifth Entertainment"
627330,College Football 150 - Football Is US: The College Game,2019-08-24,[99],0.0,0,0,0,Jonathan Hock,ESPN
651164,The Class That Saved Coach K,2019-08-22,[99],0.0,0,0,0,Jonathan Hock,"ESPN, ESPN Films"
966569,Backstory: Serena vs. The Umpire,2019-08-19,[99],6.7,3,0,0,Timothy M. Hogan,"ESPN Films, ESPN"
576698,Qualified,2019-03-10,[99],6.1,10,0,0,Jenna Ricker,"ESPN Films, ESPN"
1178812,Qatar's World Cup,2018-04-05,[],0.0,0,0,0,,ESPN
511523,The Black 14,2018-03-01,[99],0.0,0,0,0,Darius Clark Monroe,ESPN
500451,1976: O Ano da Invasão Corinthiana,2016-09-29,[99],10.0,1,30000,200000,Ricardo Aidar,"Canal Azul, ESPN, ESPN Brasil"
359035,Trojan War,2015-10-13,[99],7.0,5,0,0,Aaron Rahsaan Thomas,"ESPN Films, ESPN"
1360677,The Devil's Climb,2024-10-17,[99],7.8,16,0,0,Renan Öztürk,"National Geographic, Plimsoll Productions"
1310161,Attack of the Red Sea Sharks,2024-06-30,[99],0.0,0,0,0,,National Geographic
1310156,Shark vs. Ross Edgley,2024-06-30,[99],0.0,0,0,0,,National Geographic
1126538,Shark Beach with Anthony Mackie,2024-06-30,[99],0.0,0,0,0,Matthew Kay,National Geographic
1274465,EPCOT Becoming: Inside the Transformation,2024-04-29,[99],8.0,2,0,0,,National Geographic
1242387,Billy & Molly: An Otter Love Story,2024-03-09,[99],8.1,10,0,0,Charlie Hamilton James,"Silverback Films, National Geographic"
1210407,The History of Indian Elections,2023-11-18,[99],0.0,0,0,0,Chandrashekhar Reddy,National Geographic
1177672,Explorer: Lake of Fire,2023-10-26,"[99, 12, 10770]",7.2,5,0,0,Renan Öztürk,National Geographic
1186275,Bombing Pompeii,2023-08-29,[99],8.0,1,44,0,"Fabio Cerveira, Fabio Cerveira",National Geographic
1153907,Explorer: Lost in the Arctic,2023-08-24,"[99, 10770]",6.4,8,0,0,Renan Öztürk,National Geographic
1138603,Shark Below Zero,2023-07-02,"[99, 10770]",0.0,0,0,0,Mark Woodward,National Geographic
1129008,Bull Shark Bandits,2023-07-02,"[99, 10770]",10.0,1,0,0,Colin Thrupp,"National Geographic, Breakout Productions, Icon Films"
1129006,Bull Shark vs. Hammerhead,2023-07-02,"[99, 10770]",6.5,2,0,0,,National Geographic
1126547,Sharks vs. Dolphins: Bahamas Battleground,2023-07-02,"[99, 10770]",10.0,1,0,0,,National Geographic
1126543,Sharkcano: Hawaii,2023-07-02,"[99, 10770]",0.0,0,0,0,Kevin Bachar,"National Geographic, Pangolin Pictures"
1126542,Shark Eat Shark,2023-07-02,"[99, 10770]",5.0,1,0,0,Kira Ivanoff,"National Geographic, Big Wave Productions Ltd."
1126536,Saved From a Shark,2023-07-02,"[99, 10770]",0.0,0,0,0,,"National Geographic, NHNZ Worldwide, NHNZ"
1126526,Return of the White Shark,2023-07-02,[99],8.3,6,0,0,Brian Skerry,National Geographic
1312527,Earth from Above Mashup‎,2023-06-07,[99],0.0,0,0,0,,National Geographic
1299958,Wild Babies of America's National Parks,2023-06-05,[99],0.0,0,0,0,Lisa Feit,National Geographic
1126484,Pride From Above,2023-06-01,"[99, 10770]",6.8,6,0,0,Jen Kerrison,"National Geographic, Windfall Films"
1094137,Charles: In His Own Words,2023-04-28,"[99, 10770]",5.0,2,0,0,Tom Jennings,"1895 Films, National Geographic"
1096369,Wild Life,2023-04-14,[99],7.3,13,0,0,"Jimmy Chin, Elizabeth Chai Vasarhelyi","National Geographic, Little Monster Films, National Geographic Documentary Films"
1087110,National Geographic Investigates: Narco State: Aftermath,2023-03-09,"[99, 10770]",0.0,0,0,0,,National Geographic
1076064,National Geographic Investigates - Peru's Mass Grave: The Ghosts of Kuélap,2023-02-23,"[99, 10770]",7.0,1,0,0,,National Geographic
1126514,Frederick Douglass and Abraham Lincoln: Two Leaders,2023-02-19,"[99, 10770]",0.0,0,0,0,"Anna Derryberry, Laura Anderson","National Geographic, Walt Disney Imagineering"
1063005,Making The Disney Wish: Disney’s Newest Cruise Ship,2023-02-17,"[99, 10770]",5.5,4,0,0,Chad Cohen,National Geographic
1076036,National Geographic Investigates: Legal Marijuana in America,2023-02-16,[99],2.0,1,0,0,,National Geographic
1076255,National Geographic Investigates: Great Lakes Wreckage,2023-02-09,"[99, 10770]",0.0,0,0,0,,National Geographic
1076251,National Geographic Investigates - Battle for Alaska's Oil,2023-02-09,"[99, 10770]",2.0,1,0,0,,National Geographic
1076250,National Geographic Investigates - Invaders: Colombia's Hippos,2023-02-02,"[99, 10770]",0.0,0,0,0,,National Geographic
1076070,National Geographic Investigates: LSD and Psychedelics,2023-01-25,"[99, 10770]",8.0,1,0,0,,National Geographic
1076053,National Geographic Investigates - Narco Bling: Chapo Guzman End Game,2023-01-18,"[99, 10770]",0.0,0,0,0,,National Geographic
1077000,Pablo Escobar: Man vs. Myth,2022-12-22,"[99, 10770]",0.0,0,0,0,,National Geographic
1075839,Inside Airport Lost & Found,2022-12-21,[99],2.0,1,0,0,Jennifer Brehm,National Geographic
1063779,Nazis at Nuremberg: The Lost Testimony,2022-12-05,"[10752, 99, 36, 10770]",6.6,8,0,0,Liz Reph,"National Geographic, Steve Rotfeld Productions"
1040775,Tut's Toxic Tomb,2022-11-03,"[99, 10770]",6.0,1,0,0,Graeme Hart,"Blink Films, Channel 4 Television, National Geographic, SBS"
1019391,Retrograde,2022-10-17,"[99, 10752, 36]",7.1,21,0,0,Matthew Heineman,"Our Time Projects, National Geographic, National Geographic Documentary Films"
1044290,Crocodiles Revealed,2022-10-01,"[99, 10770]",6.0,2,0,0,,National Geographic
1037604,The Flagmakers,2022-09-18,[99],5.4,5,0,0,"Cynthia Wade, Sharon Liese","National Geographic, National Geographic Documentary Films"
1024582,Islas Canarias: Nacidas del fuego,2022-09-12,[99],5.0,2,0,0,,National Geographic
1299962,Living Wild: Animals of America’s National Parks,2022-09-02,[99],0.0,0,0,0,Lisa Feit,National Geographic
988365,Jaws Invasion,2022-07-19,"[99, 10770]",6.0,1,0,0,,National Geographic
988340,Shark Superpower,2022-07-12,"[99, 10770]",5.5,2,0,0,Jennie Hammond,"Wildstar Films, National Geographic"
988334,Game of Sharks,2022-07-11,"[99, 10770]",5.8,4,0,0,Anna Derryberry,National Geographic
988327,Sharks vs. the World,2022-07-11,"[99, 10770]",0.0,0,0,0,,National Geographic
988357,Jaws vs. Boats,2022-07-10,"[99, 10770]",2.0,1,0,0,Kevin Bachar,National Geographic
988354,Sharks That Eat Everything,2022-07-10,"[99, 10770]",2.0,1,0,0,,National Geographic
988350,Shark Side of the Moon,2022-07-10,"[99, 10770]",4.5,2,0,0,"Sarah V. Burns, Alex Sherratt","National Geographic, Roller Coaster Road Productions"
988342,Shark Queens,2022-07-10,"[99, 10770]",2.0,2,0,0,Tamira Connolly,National Geographic
988337,Counting Jaws,2022-07-10,"[99, 10770]",3.5,2,0,0,,National Geographic
988329,Sky Sharks,2022-07-10,"[99, 10770]",2.0,1,0,0,Jennie Hammond,National Geographic
988325,Camo Sharks,2022-07-10,"[99, 10770]",4.0,2,0,0,"Sarah V. Burns, Alex Sherratt","National Geographic, Africa Media, Roller Coaster Road Productions, Ryan Johnson"
979151,Prehistoric Women,2022-05-22,"[99, 36]",10.0,1,0,0,Fabrice Buysschaert,"La Famiglia, National Geographic, National Geographic Channels International"
1019362,Gorongosa: Paradise Reborn,2022-04-22,[99],6.7,3,0,0,Lisa Feit,National Geographic
927085,The Biggest Little Farm: The Return,2022-04-22,[99],7.5,31,0,0,John Chester,"National Geographic, FarmLore Films, Apricot Lane Farms, NEON"
962288,Path of the Panther,2022-04-16,[99],7.0,3,0,0,Eric Bendick,"Grizzly Creek Films, Wildpath, Common Pictures, Appian Way, National Geographic"
927081,Explorer: The Last Tepui,2022-04-06,[99],7.6,46,0,0,"Taylor Rees, Renan Öztürk","National Geographic, ABC News"
973288,Zebras of the Serengeti,2022-04-03,"[99, 10770]",0.0,0,0,0,,National Geographic
934660,We Feed People,2022-03-19,[99],7.0,21,0,0,Ron Howard,"National Geographic, Imagine Documentaries, National Geographic Documentary Films, Imagine Entertainment"
926593,Clotilda: Last American Slave Ship,2022-02-07,[99],6.0,4,0,0,Lisa Feit,National Geographic
930966,Mega Moving,2022-01-16,[99],0.0,0,0,0,,National Geographic
730057,Torn,2021-12-03,[99],6.9,25,0,0,Max Lowe,"National Geographic, Lightbox Entertainment, Wilderpeople Productions, National Geographic Documentary Films"
890673,The Emirates From Above,2021-12-02,"[99, 10770]",8.0,2,0,0,,"Windfall Films, National Geographic"
811769,The First Wave,2021-11-19,"[99, 36]",6.8,28,0,60511,Matthew Heineman,"National Geographic, Our Time Projects, Participant, National Geographic Documentary Films"
774823,Becoming Cousteau,2021-10-22,[99],7.0,29,0,244223,Liz Garbus,"National Geographic, The Cousteau Society, Story Syndicate, Ace Content, Diamond Docs, National Geographic Documentary Films"
680058,The Rescue,2021-10-08,[99],7.951,226,0,946634,"Jimmy Chin, Elizabeth Chai Vasarhelyi","Cavalry Media, Little Monster Films, National Geographic, Ventureland, Storyteller Productions, Passion Pictures, Michael De Luca Productions, National Geographic Documentary Films"
825422,Fauci,2021-09-10,[99],3.2,26,0,0,"Janet Tobias, John Hoffman","National Geographic, Story Syndicate, Sierra Tango Productions, Better World Projects, Diamond Docs, Magnolia Pictures, National Geographic Documentary Films"
862525,Smoky Mountain Park Rangers,2021-08-06,[99],0.0,0,0,0,Justin Weinrich,"Lucky 8 TV, National Geographic"
850989,Killer Shark Vs. Killer Whale,2021-08-06,[99],5.8,4,0,0,,National Geographic
841673,Orca Vs. Great White,2021-07-09,[99],6.1,8,0,0,Sigmund Spath Jr.,National Geographic
836691,Shark Beach with Chris Hemsworth,2021-07-05,"[99, 10770]",6.4,16,0,0,Sally Aitken,"Nutopia, National Geographic"
776553,Playing with Sharks,2021-06-05,[99],7.7,10,0,61404,Sally Aitken,"National Geographic, WildBear Entertainment, National Geographic Documentary Films"
879086,Lost Cities: The Great Flood,2021-05-09,[99],3.0,1,0,0,Jim Greayer,"Caravan Media, Tambo Film, MA Productions House, National Geographic"
900255,Sharks of Hawaii,2021-04-21,[99],0.0,0,0,0,,National Geographic
799040,Built for Mars: The Perseverance Rover,2021-02-21,[99],7.2,5,0,0,Mark Davis,"National Geographic, MDTV Productions"
797755,The New Air Force One: Flying Fortress,2021-02-16,[99],4.9,7,0,0,Scott Bateman,"Renegade Pictures, National Geographic"
812410,Flooded Tombs of the Nile,2021-02-05,"[99, 36]",7.2,4,0,0,Katie Bauer Murdock,National Geographic
790065,Leopard & Hyena: Strange Alliance,2021-01-30,"[99, 10770]",0.0,0,0,0,,National Geographic
794596,Ghost of the Minerva,2021-01-27,[99],7.0,1,0,0,Stéphane Rybojad,"National Geographic, Memento Productions"
936722,America The Beautiful: Wild Winter,2021-01-01,[99],0.0,0,0,0,,National Geographic
891629,Lost Tombs of the Pyramids,2020-12-20,"[99, 36, 9648]",6.6,9,0,0,,"Windfall Films, National Geographic"
639668,The Ghosts Above,2020-12-02,[99],0.0,0,0,0,"Taylor Rees, Jay Macmillan, Renan Öztürk","National Geographic, Expedition Everest"
775223,Going Viral: From Ebola to Covid-19,2020-11-30,[99],0.0,0,0,0,Leslie Schwerin,National Geographic
770278,"Viruses, the Global Threat",2020-11-29,[99],0.0,0,0,0,"Misha Rezvi, JJ Kelley","Sixty Six Media, National Geographic, National Geographic Channels International"
789215,Breakthrough: Virus Fighters,2020-11-23,[99],0.0,0,0,0,,"Imagine Entertainment, Imagine Documentaries, National Geographic"
753325,The Real Right Stuff,2020-11-20,"[99, 36]",6.4,13,0,0,Tom Jennings,"1895 Films, National Geographic"
775779,Inside North Korea: The Next Leader,2020-11-08,[99],7.0,2,0,0,Laura Anderson,National Geographic
751545,Wild Portugal,2020-10-09,"[99, 10770]",7.7,7,0,0,Christian Baumeister,"Light & Shadow, National Geographic"
764198,Assignment Inspiration,2020-09-17,[99],0.0,0,0,0,Kurt Spenser,"Radley Studios, National Geographic"
746807,Bin Laden's Hard Drive,2020-09-10,[99],6.5,8,0,0,Aaron Kunkel,National Geographic
806707,Sharks of the Bermuda Triangle,2020-08-13,[99],7.5,4,0,0,,"Hoff Productions, National Geographic"
851012,Secrets of the Bull Shark,2020-08-10,[99],7.0,2,0,0,,National Geographic
843979,Shark Vs. Whale,2020-07-28,[99],8.0,1,0,0,,"Earth Touch, National Geographic, Ryan Johnson"
787019,50 Shades of Sharks,2020-07-17,"[99, 10770]",6.0,1,0,0,"Alexis Barbier-Bouvet, Didier Noirot",National Geographic
851013,Most Wanted Sharks,2020-07-15,"[99, 10770]",5.0,2,0,0,,National Geographic
811282,What the Shark?,2020-07-04,"[99, 10770]",5.0,2,0,0,,National Geographic
717320,Tutankhamun In Colour,2020-06-18,"[99, 36]",7.8,4,0,0,Paul Bradshaw,"BBC Four, Blakeway Productions, France Télévisions, National Geographic"
714430,Akashinga: The Brave Ones,2020-06-17,[99],6.7,3,0,0,Maria Wilhelm,"National Geographic, National Geographic Documentary Films"
716419,Race Against Pandemic,2020-06-14,[99],7.9,92,0,0,Maya Dykes,National Geographic
716881,The Lost Forest,2020-05-22,[99],0.0,0,0,0,Orlando von Einsiedel,"Rideback, Grain Media, National Geographic"
727693,Still Human,2020-05-21,[99],6.0,1,0,0,Orlando von Einsiedel,"National Geographic, Grain Media, Rideback"
733154,An Unfinished Symphony,2020-05-20,[99],0.0,0,0,0,Orlando von Einsiedel,"Grain Media, Rideback, National Geographic"
704854,Lost on Everest,2020-05-15,"[99, 9648]",7.6,49,0,0,"Drew Pulley, Renan Öztürk",National Geographic
804151,Snake Island: Wild & Deadly,2020-03-27,[99],0.0,0,0,0,Leighton De Barros,"National Geographic, Sea Dog TV International"
669441,Women of Impact: Changing the World,2020-03-08,[99],9.5,1,0,0,Lisa Feit,National Geographic
732965,India's Wild Leopards,2020-02-26,"[99, 10770]",5.5,2,0,0,,"National Geographic, Felis Creations"
682666,Back to the Titanic,2020-02-23,[99],6.4,15,0,0,Tom Stubberfield,"National Geographic, Atlantic Productions"
684860,Hitler's Teen Killers,2020-02-18,"[36, 10752, 99, 10770]",7.2,6,0,0,Julien Johan,"ZED, National Geographic"
653751,Rebuilding Paradise,2020-01-23,[99],6.0,13,0,0,Ron Howard,"National Geographic, Imagine Documentaries, Imagine Entertainment, National Geographic Documentary Films"
664027,Mars: One Day on the Red Planet,2020-01-05,[99],6.4,14,0,0,Martin Johnson,"National Geographic, The Garden Productions"
702644,Ocean’s Breath,2019-12-25,"[99, 10770]",6.0,2,0,0,Michele Melani,"National Geographic, Formasette"
657310,Mysteries of The Underworld Cordoba,2019-12-15,"[99, 10770]",9.0,1,0,0,Fernando González Sitges,"National Geographic, Minotauro Comunicación"
702897,The Archaeological Mysteries of the Equinox,2019-12-01,[],0.0,0,0,0,,National Geographic
662389,Pompeii: Secrets of the Dead,2019-11-24,[99],6.6,49,0,0,Ben Finney,National Geographic
711564,Chasing the Equinox,2019-11-19,"[99, 36, 10770]",7.3,6,0,0,Kenny Scott,"National Geographic, Pioneer Productions"
619271,Expedition Amelia,2019-10-20,"[99, 36, 10770]",7.3,12,0,0,Chad Cohen,National Geographic
624842,The Nightcrawlers,2019-10-01,[99],5.2,4,0,0,Alexander A. Mora,"Violet Films, Genius Loki Films, National Geographic, National Geographic Documentary Films"
566219,Sea of Shadows,2019-09-20,[99],7.7,53,0,0,Richard Ladkani,"Terra Mater Factual Studios, National Geographic, National Geographic Documentary Films"
624837,Lost and Found,2019-09-18,[99],8.0,1,0,0,Orlando von Einsiedel,"National Geographic, National Geographic Documentary Films, Rideback"
816986,Incredible Bats,2019-09-08,"[99, 10770]",0.0,0,0,0,Graeme Duane,National Geographic
723223,Into the Fire,2019-09-01,[99],0.0,0,0,0,Orlando von Einsiedel,"National Geographic, Rideback"
694930,The Tragedy of the Bridge of Genoa,2019-08-13,[99],0.0,0,0,0,,National Geographic
637995,Eyewitness: D-Day,2019-07-30,"[99, 10752]",7.5,5,0,0,Hereward Pelling,National Geographic
851814,World's Biggest Great White?,2019-07-21,[99],4.2,4,0,0,,"National Geographic, Remedy Television + Branded"
614278,The Armstrong Tapes,2019-07-08,[99],6.5,2,0,0,Liz Reph,National Geographic
746664,The Giant Robber Crab,2019-06-28,[99],6.2,5,0,0,"Moritz Katz, Braydon Moloney","National Geographic, Atara Film GmbH, NDR Naturfilm, Terra Mater Factual Studios"
713934,Lost World of the Maya,2019-06-24,[99],0.0,0,0,0,Jeremy Zipple,National Geographic
671345,Building the Channel Tunnel,2019-06-12,"[99, 10770]",0.0,0,0,0,Edward McGown,"Windfall Films, Channel 5, National Geographic"
606759,Heroes of The Mediterranean,2019-06-03,[99],0.0,0,0,0,Manu San Félix,National Geographic
607640,Going Viral: Beyond the Hot Zone,2019-05-30,[],8.0,4,0,0,,National Geographic
647113,Maginot vs Siegfried : la guerre des lignes,2019-05-20,"[99, 10752, 36]",6.0,1,0,0,Barbara Necek,"ZED, National Geographic, ZDF"
593095,Inside the Internet: 50 Years of Life Online,2019-05-04,[99],6.2,3,0,0,Dermot Mulroney,National Geographic
765158,Ultimate Viking Sword,2019-03-11,"[99, 36]",0.0,0,0,0,,"National Geographic, KPBS"
642584,The Lost Tomb of Alexander the Great,2019-03-04,[99],6.8,11,0,0,Duncan Singh,"Blakeway Productions, National Geographic"
589325,Riddle of the Stone Age Giants,2019-02-24,"[99, 36, 10770]",7.0,1,0,0,Laura Anderson,National Geographic
625352,Deepwater Horizon: In Their Own Words,2019-02-17,[99],5.0,1,0,0,Tom Jennings,"National Geographic, 1895 Films"
782399,24 Hours of Reality,2018-12-20,[99],0.0,0,0,0,,National Geographic
889317,Wild Botswana,2018-12-14,"[99, 10770]",0.0,0,0,0,,National Geographic
782472,Becoming Immortal: How Susan Potter Will Live Forever,2018-12-14,[],0.0,0,0,0,,National Geographic
608590,Paris to Pittsburgh,2018-12-12,[99],6.2,8,0,0,"Sidney Beaumont, Michael Bonfiglio","RadicalMedia, National Geographic"
756288,The Last Secrets of the Nasca,2018-12-01,[99],6.5,4,0,0,Jean-Baptiste Erreca,"One Planet, National Geographic"
616104,The Flood,2018-11-25,"[99, 10770]",5.7,6,0,0,Brad Bestelink,"Icon Films, National Geographic"
568161,Mission to the Sun,2018-11-18,[99],6.5,20,0,0,Daniel M. Smith,National Geographic
817917,Explorer Investigation: The National Museum Fire,2018-11-06,[99],0.0,0,0,0,Rafael Calil,"VICE Media, National Geographic"
1036663,Secrets of the Space Station,2018-11-04,[99],0.0,0,0,0,,National Geographic
681438,Curiosity: Life of A Mars Rover,2018-11-04,[99],9.0,1,0,0,Mark Davis,National Geographic
555511,Mafia Confidential,2018-10-22,"[99, 80]",7.0,1,0,0,Jovica Nonkovic,National Geographic
853227,Mystery Skeletons of the Sahara,2018-10-17,[99],0.0,0,0,0,David Murdock,National Geographic
493121,Science Fair,2018-09-14,[99],7.2,17,0,0,"Cristina Costantini, Darren Foster","Muck Media, Fusion Media Group, National Geographic, National Geographic Documentary Films"
690239,Save The Titanic : Treasures From The Deep,2018-07-09,[99],6.2,4,0,0,,National Geographic
567913,Black Pharaohs: Empire of Gold,2018-07-03,"[99, 36]",8.0,1,0,0,James Barrat,National Geographic
529300,korong ema,2018-06-10,[99],0.0,0,0,0,,National Geographic
542314,Maradona Confidential,2018-05-28,[99],6.4,18,0,0,Jovica Nonkovic,National Geographic
1066797,Mega Food: Up In The Air,2018-05-26,[99],0.0,0,0,0,,National Geographic
802761,Hitler's Battle Against the Press,2018-05-05,"[10770, 99, 36]",6.8,3,0,0,"Ute Bönnen, Gerald Endres",National Geographic
944195,Inside North Korea: The Kim Dynasty,2018-05-04,[99],8.0,1,0,0,,"Pangloss Films, National Geographic, NGC Studios"
1236823,Jeunesses hitlériennes : L'endoctrinement d'une nation,2018-05-01,[99],8.0,1,0,0,David Korn-Brzoza,"ZED, France Télévisions, National Geographic"
520446,Into the Okavango,2018-04-22,[99],7.4,28,0,0,Neil Gelinas,"National Geographic, National Geographic Documentary Films"
630905,Tree Climbing Lions,2018-04-06,"[99, 10770]",7.2,6,0,0,Katie Bauer Murdock,National Geographic
782405,After Hitler: The Untold Story,2018-03-27,[36],0.0,0,0,0,"Olivier Wieviorka, David Korn-Brzoza",National Geographic
946174,South America Untamed,2018-02-18,[99],8.0,1,0,0,,"National Geographic, NDR Naturfilm, Doclights"
813889,Clash of Tigers,2018-02-17,"[99, 10770]",0.0,0,0,0,Emma Rigney,National Geographic
504224,Lost Treasures of the Maya Snake Kings,2018-02-06,[],0.0,0,0,0,,"National Geographic, Wild Blue Media"
894521,Lost Cities of the Amazon: The Legend Is Real,2018-01-01,[99],7.0,1,0,0,Philip Day,National Geographic
649162,Man Among Cheetahs,2017-12-31,"[99, 10770]",7.2,4,0,0,Richard Slater-Jones,National Geographic
470819,Jane,2017-12-28,[99],7.489,136,0,1723379,Brett Morgen,"Public Road Productions, National Geographic, National Geographic Documentary Films"
727363,The Epic of Ancient Greece,2017-12-06,[99],0.0,0,0,0,Chad Cohen,National Geographic
578499,Heroes of the Long Road Home with Martha Raddatz,2017-11-22,[99],0.0,0,0,0,Pierre sérisier,National Geographic
579425,Chasing Paper,2017-10-28,[99],0.0,0,0,0,,National Geographic
670075,Jaguar vs. Croc,2017-10-12,"[99, 10770]",8.0,1,0,0,"Steve Winter, Bertie Gregory",National Geographic
896645,Inside North Korea: Then and Now with Lisa Ling,2017-10-01,[99],8.0,3,0,0,"Robert Zakin, Peter Yost",National Geographic
456231,Breaking2,2017-09-20,[99],8.5,10,0,0,Martin Desmond Roe,National Geographic
937326,"Namibia, Sanctuary of Giants",2017-07-29,"[99, 10770]",0.0,0,0,0,Harald Pokieser,"Terra Mater Factual Studios, National Geographic"
450875,LA 92,2017-04-28,"[99, 36]",7.7,122,0,0,"T.J. Martin, Daniel Lindsay","National Geographic, National Geographic Documentary Films"
892405,Deep Sea Killers,2017-04-14,[99],0.0,0,0,0,,National Geographic
1256412,Storm Cats,2017-02-20,[99],0.0,0,0,0,Robyn Keene-Young,National Geographic
441891,Bugatti Chiron: Super Car Build,2017-02-11,[99],0.0,0,0,0,Dylan Weiss,National Geographic
438962,Gender Revolution: A Journey with Katie Couric,2017-02-06,"[99, 10770]",5.9,19,0,0,Katie Couric,"National Geographic, World of Wonder"
447829,Atlantis Rising,2017-01-29,"[99, 12, 9648]",6.0,37,0,0,Simcha Jacobovici,National Geographic
430834,Water & Power: A California Heist,2017-01-23,[99],7.2,12,0,0,Marina Zenovich,"Jigsaw Productions, National Geographic"
1434811,Hubble’s Amazing Journey,2017-01-15,[99],0.0,0,0,0,,National Geographic
931567,Battle of the Swamp Dragons,2017-01-07,[99],0.0,0,0,0,,"2C Media, National Geographic, Dalaklis Media Enterprises, National Geographic Channels International"
1413248,Narco Bling: Getting Chapo Guzman‎,2017-01-01,[99],0.0,0,0,0,,National Geographic
698941,Shark Swarm,2017-01-01,"[99, 10770]",0.0,0,0,0,,"NHNZ Worldwide, National Geographic"
570061,Dawn of the Nazis,2017-01-01,"[99, 36, 10770]",6.0,1,0,0,Isabelle Clarke,"RTBF, Télé-Québec, TV5 Monde, SVT, National Geographic, CC&C"
728820,Man and space,2016-12-14,"[99, 36]",0.0,0,0,0,,National Geographic
728636,Humanity Seen From Space,2016-12-14,"[99, 36]",0.0,0,0,0,,"National Geographic, BBC"
1006000,Grizzly Empire,2016-12-12,[99],7.0,1,0,0,Jared Lipworth,National Geographic
429324,Expedition Mars: Spirit & Opportunity,2016-11-16,[99],8.2,13,0,0,Mark Davis,National Geographic
620547,Dragon Island,2016-10-26,[99],8.0,1,0,0,Graeme Duane,"National Geographic, Earth Touch (Pty) Ltd"
410718,Before the Flood,2016-10-21,[99],7.7,781,0,0,Fisher Stevens,"RatPac Documentary Films, Appian Way, National Geographic, Diamond Docs"
413349,Killing Reagan,2016-10-16,"[18, 10770]",6.6,29,0,0,Rod Lurie,"Scott Free Productions, National Geographic"
415410,National Geographic: Expedition in the Grand Canyon,2016-09-11,[99],0.0,0,0,0,,National Geographic
862883,9/11: The Plane that Hit the Pentagon,2016-09-10,"[99, 36]",5.0,2,0,0,,"National Geographic, PBS Digital Studios"
453253,9/11: The Longest War,2016-09-10,"[10770, 10752, 99, 36]",0.0,0,0,0,"Stephen Finnigan, Erik Nelson",National Geographic
412443,New Zealand: Earth's Mythical Islands,2016-07-19,[99],7.7,3,0,0,"Mark Flowers, Robert Morgenstern, Nick Easton","National Geographic, NDR Naturfilm, BBC"
408668,Return From the Dead,2016-07-19,[99],6.8,2,0,0,Duncan Bulling,"Dragonfly Film and Television Productions, National Geographic"
524504,Incredible Insects,2016-07-09,"[99, 10770]",6.3,3,0,0,Graeme Duane,"National Geographic, Earth Touch, Smithsonian Networks"
448271,Map of Hell,2016-06-02,[99],6.0,2,0,0,Julian Jones,"National Geographic, Splice Post"
407602,Incredible Spiders,2016-05-21,"[99, 10770]",6.0,1,0,0,Graeme Duane,"Earth Touch (Pty) Ltd, National Geographic"
375192,Bill Nye's Global Meltdown,2016-02-16,[],8.0,1,0,0,,National Geographic
